ISO3_Code,Country_Name,M49_Code,Labor_Force_Gender_Ratio_2016,Labor_Force_Gender_Ratio_2017,Labor_Force_Gender_Ratio_2018,Labor_Force_Gender_Ratio_2019,Labor_Force_Gender_Ratio_2020,Labor_Force_Gender_Ratio_Avg
VGB,British Virgin Islands,92.0,,,,,,
BRN,Brunei Darussalam,96.0,80.568398348219,82.0010781161865,78.7885000818116,75.6857529182077,74.9596620025112,78.4006782933872
BGR,Bulgaria,100.0,80.1537493661635,80.2971579265213,79.4763697519418,79.297398408181,78.7835547370671,79.60164603797494
BFA,Burkina Faso,854.0,78.3047574314716,78.4822170026177,78.6856265274451,78.9247422790987,78.9247368132726,78.66441601078114
BDI,Burundi,108.0,102.364961701934,102.371458430847,102.428793070353,102.537051393088,102.536762641754,102.44780544759519
CPV,Cabo Verde,132.0,76.4411362114823,78.0217811838299,78.0683713753084,77.0088453497317,74.8333524672419,76.87469731751885
KHM,Cambodia,116.0,86.193589038827,87.9889012610334,87.8775344169387,87.7852960793181,86.0279980720424,87.17466377363192
CMR,Cameroon,120.0,86.4262765965891,86.6073369072214,86.8278573108204,87.0814926993125,87.0815038295774,86.80489346870417
CAN,Canada,124.0,87.2064916845893,87.6284492313788,88.0250433280405,87.6606768307749,86.6996901450935,87.4440702439754
CYM,Cayman Islands,136.0,,,,,,
CAF,Central African Republic,140.0,79.1231347598453,79.4428386168804,79.8132594479595,80.21173378768,79.4414024568812,79.60647381384929
TCD,Chad,148.0,68.8145449053184,68.2895610231698,67.7619666808442,68.1074053282573,66.8850946342951,67.97171451437696
CHL,Chile,152.0,67.4035813377071,68.1077596780231,69.6119817472602,70.5696962733958,67.032107708069,68.54502534889104
CHN,China,159.0,82.9766369300248,83.28771780074,83.6201764878138,83.9481461800988,83.0106080034161,83.36865708041871
COL,Colombia,170.0,71.4405653607758,71.4745537776587,70.8294033305572,70.2903203472456,66.2366566020452,70.0542998836565
COM,Comoros,174.0,58.6160011317971,58.9865135115936,59.4192992033165,59.8880299663117,58.7107666840893,59.12412209942164
COD,Democratic Republic of the Congo,180.0,89.596545591156,89.6934482947873,89.8786445071286,90.1380277649383,88.4185710691881,89.54504744543966
COG,Congo,178.0,96.3751342834635,96.6133766105335,96.9446465349154,97.3616530669878,95.3458016844893,96.5281224360779
CRI,Costa Rica,188.0,60.8616470754889,60.6046852259924,62.6788395015394,67.865746260714,65.3893754933724,63.48005871142141
CIV,Côte d'Ivoire,384.0,69.4460736773441,70.3166158547744,70.6254258566964,70.9253775689133,70.9257211272929,70.44784281700422
HRV,Croatia,191.0,78.6531272953663,78.2858036974327,79.2860241779735,78.4779124507357,77.1020525438541,78.36098403307246
CUB,Cuba,192.0,60.2050288931891,60.1007503019318,60.0684638374321,59.7749362090564,58.5975891341945,59.749353675160776
CUW,Curaçao,531.0,,,,,,
CYP,Cyprus,196.0,84.6196737023192,84.9711229738446,84.5783192999612,83.4194656236306,81.682472266188,83.85421077318873
CZE,Czechia,203.0,75.8415472098479,76.2914875121461,76.8039838532999,76.7405877884051,76.0570630823282,76.34693388920543
DNK,Denmark,208.0,87.4250048120453,87.3943873956835,86.9877243258767,86.7330723027126,86.9850750316326,87.10505277359013
DJI,Djibouti,262.0,38.2655301227578,38.7372917580983,39.2952916364589,39.8126228948539,38.7512437261787,38.97239602766952
DMA,Dominica,212.0,,,,,,
DOM,Dominican Republic,214.0,63.8835024045267,64.436310743738,64.7886596979437,67.2437864676114,64.3416243779021,64.93877673834439
ECU,Ecuador,218.0,69.1141431171461,69.9071266945978,68.9076689980583,69.5980981425602,67.002888174152,68.9059850253029
EGY,Egypt,818.0,32.997947170074,32.8696938813099,27.1091224976609,23.2177785318814,23.0286838488384,27.84464518595292
SLV,El Salvador,222.0,60.6874788969543,59.6092575176024,59.719889114536,60.0044990421996,59.6026136743954,59.924747649137544
GNQ,Equatorial Guinea,226.0,85.8460400028968,86.1990401206204,86.5642582013957,86.9117636594286,84.9782506028344,86.09987051743518
ERI,Eritrea,232.0,83.6117833286587,83.6940236995707,83.7763991567304,83.9782801144181,82.2858322283471,83.469263705545
EST,Estonia,233.0,79.901303191662,79.9296653505622,80.4902694626804,81.6089458144985,81.5329445868163,80.69262568124387
SWZ,Eswatini,748.0,84.3866635917995,85.0930938527003,85.6422188266728,86.3210741953572,84.268626362356,85.14233536577717
ETH,Ethiopia,231.0,85.2547347048067,85.6236615125738,85.9981967812308,86.3618502108756,84.4457387066601,85.5368363832294
FRO,Faroe Islands,234.0,,,,,,
FJI,Fiji,242.0,50.0719353174868,50.237438997624,50.341010283947,50.3535157207613,50.3542081658816,50.27162169714014
FIN,Finland,246.0,88.1278289806587,87.9674202058933,88.4749371107682,88.2625637628626,87.7415846638137,88.1148669447993
FRA,France,250.0,85.1601493826005,84.9786329187634,85.4176711166084,85.9053644832313,86.0903773365678,85.51043904755429
PYF,French Polynesia,258.0,77.7874358156573,78.0619897811526,78.3414321910622,78.5003352583521,76.7123279159492,77.88070419243468
GAB,Gabon,266.0,70.2300181405712,69.7780983665753,69.3882169424989,69.0977638231608,68.4336100050275,69.38554145556674
GMB,Gambia,270.0,74.2529344928889,74.3781136043125,74.5492486366724,74.7793606979974,73.108654962381,74.21366247885044
GEO,Georgia,268.0,71.7411791934184,73.3610625086676,75.5061220107643,75.096091358079,73.345385357783,73.80996808574247
DEU,Germany,276.0,83.5933594081162,83.8184145988953,83.7693849459793,83.8961655439241,85.4192973687762,84.09932437313822
GHA,Ghana,288.0,88.7132395216279,89.0082694273974,89.33622300214,89.6812728500574,89.6793226772109,89.28366549568672
GIB,Gibraltar,292.0,,,,,,
GRC,Greece,300.0,75.2552955473911,74.5909048058255,73.8288277709968,73.9591489322727,73.6700232147494,74.2608400542471
GRL,Greenland,304.0,,,,,,
GRD,Grenada,308.0,,,,,,
GUM,Guam,316.0,82.1808207408664,82.0918139427661,81.9124809495444,82.0009342116019,80.0583155897808,81.64887308691192
GTM,Guatemala,320.0,47.8163680863166,45.9817282665372,46.4592229846994,46.9761774134312,46.0312394379751,46.652947237791906
GIN,Guinea,324.0,99.0014661216092,99.8651806960811,100.751022273245,101.656316806876,99.2910906802829,100.11301531561885
GNB,Guinea-Bissau,624.0,81.6682724701445,81.7961589385392,81.9638972307579,82.1775394888543,81.3884811480594,81.79886985527105
GUY,Guyana,328.0,60.5912642664957,62.1278149696989,63.7189553081917,64.3231137793684,62.31688311875,62.61560628850094
HTI,Haiti,332.0,89.2114038105566,89.4096264777358,89.6618059358229,89.475797767869,87.4633032625151,89.04438745089988
HND,Honduras,340.0,56.8673971883335,55.1656654319455,60.3048456086067,54.4167796494713,52.9823387527007,55.94740532621154
HKG,"China, Hong Kong SAR",344.0,79.8833411843135,80.5825913338389,80.4311634570359,81.4828491957872,81.8382353449752,80.84363610319014
HUN,Hungary,348.0,74.6608832050307,74.2215010116349,74.0424380433489,73.3738411503334,73.1859872923557,73.89693014054072
ISL,Iceland,352.0,88.8860531995704,89.3168974091493,89.3497953045969,89.4512896965601,88.9540915054631,89.19162542306796
IND,India,356.0,28.4153367086289,28.1563979209184,27.9071642409396,28.9152844020892,26.7935082402427,28.037538302563757
IDN,Indonesia,360.0,62.3121203162099,63.7282316880733,64.5958021437086,65.3889966053136,65.2362179887967,64.25227374842042
IRN,Iran (Islamic Republic of),364.0,23.4974510710213,24.8706371159631,24.8086736424256,24.1222054446192,20.3968797308313,23.5391694009721
IRQ,Iraq,368.0,20.1833839588799,15.4384076420855,15.5060373475688,15.6177256339543,15.4682692802977,16.44276477255724
IRL,Ireland,372.0,80.5308080999551,81.1822562449136,81.7858081765849,81.924650980726,81.7754071077442,81.43978612198475
IMN,Isle of Man,833.0,,,,,,
ISR,Israel,376.0,85.9216225639119,85.9457460870304,87.6051462356544,88.1201458350572,88.8434310845657,87.28721836124392
ITA,Italy,380.0,68.2708680240048,68.9694122497512,69.2031855699771,69.7432229106494,68.9273368139477,69.02280511366605
JAM,Jamaica,388.0,82.3799047947982,82.8885386617343,82.3266871884212,82.2956976666479,80.3528331301945,82.04873228835922
JPN,Japan,392.0,71.4496923178204,72.4813442729759,73.736010121895,74.6507092730735,74.5096385561487,73.36547890838271
JOR,Jordan,400.0,26.718091111534,26.950885551927,23.8239923284903,21.870117888073,21.5815450415854,24.188926384321938
KAZ,Kazakhstan,398.0,84.0382638431353,83.1802239817943,83.2353971199642,83.3040574829362,84.3716893684532,83.62592635925664
KEN,Kenya,404.0,92.2068269287959,93.0429445117375,93.9259721529979,94.8662257996371,93.9551494441792,93.59942376746952
KIR,Kiribati,296.0,,,,,,
PRK,Democratic People's Republic of Korea,408.0,89.8346691839962,90.0335487216316,90.2759249620857,90.3651106076707,89.9960540057246,90.10106149622177
KOR,Republic of Korea,410.0,71.0232315688661,71.6734016497237,72.1617142327846,73.155356368518,73.0999153118471,72.2227238263479
KWT,Kuwait,414.0,56.789722818577,57.1258040787586,57.1088199592661,57.1593448672026,55.9201415123938,56.82076664723962
KGZ,Kyrgyzstan,417.0,64.0848479674404,61.1895289333951,59.4721252280934,59.3321193967595,58.5045886012909,60.51664202539587
LAO,Lao People's Democratic Republic,418.0,96.1996163860841,96.2803749367821,96.3657379970754,96.429072828965,96.2304527779863,96.30105098537858
LVA,Latvia,428.0,81.9395799984035,81.3746653754412,81.6167093349231,81.8581357719282,81.7114652870494,81.70011115354909
LBN,Lebanon,422.0,32.3041637936419,32.4837264937439,32.6825651712314,32.8430997633038,32.1516530294389,32.493041650271984
LSO,Lesotho,426.0,78.6300310697516,78.9622637752114,79.3266498059164,79.6748838595978,78.050492898083,78.92886428171204
LBR,Liberia,430.0,87.668530443549,88.0042099129911,88.3776488029819,88.7749214554898,86.8306112347834,87.93118436995903
LBY,Libya,434.0,55.5008259382179,55.6509363546784,55.822534305371,56.0179317641996,56.0167752323627,55.80180071896592
LIE,Liechtenstein,438.0,,,,,,
LTU,Lithuania,440.0,84.2795708095682,84.0943686908276,83.6116469094289,84.4199787628351,83.3183325857879,83.94477955168955
LUX,Luxembourg,442.0,83.2451805967057,86.3766395146427,87.2690573885075,85.3263983334538,88.3191568119479,86.10728652905152
MAC,"China, Macao SAR",446.0,86.5379686026355,87.2366258389655,88.6241025937817,89.4101171185141,89.1849405051276,88.19875093180488
MDG,Madagascar,450.0,93.9443302719064,94.1724969529533,94.3916761116176,94.6094551876149,92.6602497003952,93.95564164489748
MWI,Malawi,454.0,88.5540192185508,88.986323920182,89.4339986833492,89.9372949692092,88.9897051928515,89.18026839682855
MYS,Malaysia,458.0,65.5364804238737,66.0959571739782,66.3271096648352,66.4551680358981,66.2812214732767,66.13918735437237
MDV,Maldives,462.0,56.1634077519102,55.5407975641537,53.8291903108324,51.541894002258,50.6774044001476,53.55053880586039
MLI,Mali,466.0,74.4310314693872,72.1128316121745,72.2901468165704,72.5283629236722,72.5291794076162,72.7783104458841
MLT,Malta,470.0,66.377987819085,68.0918057587544,70.6716666388658,72.1099354145287,74.4408833181895,70.33845578988469
MHL,Marshall Islands,584.0,,,,,,
MRT,Mauritania,478.0,44.1533685741869,44.1218980544783,44.3199914958823,44.5357092283685,44.1097928731187,44.248152045206936
MUS,Mauritius,480.0,60.9995617232116,61.2287222208955,62.0703650529159,63.0412965482323,61.3194423431833,61.731877577687726
MEX,Mexico,484.0,55.8424260340453,55.3693748342107,56.1712623191341,57.9519132348188,57.1909131213353,56.505177908708845
FSM,Micronesia (Federated States of),583.0,,,,,,
MDA,Republic of Moldova,498.0,84.8361504259047,86.99836733106,84.6218266657581,81.3023933008829,80.1861000287866,83.58896755047847
MCO,Monaco,492.0,,,,,,
MNG,Mongolia,496.0,81.46840880561,82.2664647318554,77.0769610685998,78.1669795505964,77.5723447367999,79.3102317786923
MNE,Montenegro,499.0,77.0029954587848,76.2776452753272,74.8133678160714,76.514221042433,76.5806496767629,76.23777585387586
MAR,Morocco,504.0,33.3989882249309,33.591368636155,33.7657963932904,33.9119284951106,33.2360313062633,33.58082261115004
MOZ,Mozambique,508.0,97.7775827019476,98.041471669617,98.3448742090219,98.665797018613,98.666950156084,98.2993351510567
MMR,Myanmar,104.0,63.0296048218515,61.7306008808728,62.9239830095684,60.9689604969387,59.903179094742,61.71126566079469
NAM,Namibia,516.0,84.273551698588,86.2561212825166,88.3889656268398,88.398834829429,87.5503706420917,86.97356881589302
NRU,Nauru,520.0,,,,,,
NPL,Nepal,524.0,96.2968613237807,96.9446538614665,97.3953813038141,97.6525856365147,95.2451659556797,96.70692961625113
NLD,Netherlands,528.0,84.2502067602184,84.7620182798334,84.9144164230823,85.602218463357,86.3820603513882,85.18218405557586
NCL,New Caledonia,540.0,85.3250871529848,85.4097567140167,85.4998960105671,85.5758531147006,83.7547586034434,85.11307031914252
NZL,New Zealand,554.0,85.5685403748843,85.6465471491551,86.2385793583841,87.2582577244187,86.3885524735533,86.22009541607909
NIC,Nicaragua,558.0,58.8449099154582,59.3657777301656,58.8037631805481,58.2366878237903,57.3826197884121,58.52675168767487
NER,Niger,562.0,73.2900571486814,73.3328605043887,73.4058859361193,73.5025742865681,73.5028651330125,73.406848601754
NGA,Nigeria,566.0,84.2274346046863,83.118047024354,82.0195129564551,80.9329907389603,80.3718569702391,82.13396845893897
MKD,North Macedonia,807.0,62.6066939326431,63.1400038645827,63.7911618506285,67.9723518256038,66.2804545905547,64.75813321280256
MNP,Northern Mariana Islands,580.0,,,,,,
NOR,Norway,578.0,92.8074007726079,93.2180983044942,93.0686106718929,93.9355977746743,94.5847852247527,93.5228985496844
OMN,Oman,512.0,33.8794435804512,33.9293177380724,33.8864712501753,33.8737147167073,33.0965868143954,33.73310681996033
PAK,Pakistan,586.0,29.290919294435,28.2335972503233,27.2056865755486,27.0938996212181,26.517323669833,27.668285282271597
PLW,Palau,585.0,,,,,,
PAN,Panama,591.0,64.2819925673633,65.4213283348874,66.4335597758715,69.5463315846963,67.4521732070371,66.62707709397112
PNG,Papua New Guinea,598.0,96.6379126456223,96.6089825352256,96.662273385587,96.5954280078173,96.5959893492313,96.62011718469671
PRY,Paraguay,600.0,67.6354643723423,67.9616088127884,70.4256688360083,71.2346462142789,68.6317087397822,69.17781939504002
PER,Peru,604.0,81.4168685568667,81.876933398673,82.5178020560051,82.5647730508278,77.1848885334586,81.11225311916624
PHL,Philippines,608.0,64.015750844629,61.2647956625542,62.6251630985943,64.151801473444,63.6195381387179,63.13540984358788
POL,Poland,616.0,74.5755392819951,74.3019846098175,74.6114109602131,74.0924928134551,73.6234179796069,74.24096912901753
PRT,Portugal,620.0,83.478165698208,83.7772141083934,84.5962705767075,85.075245807791,85.0031707477453,84.38601338776904
PRI,Puerto Rico,630.0,66.6687052542015,66.1848713736404,65.6599905681113,65.5110558827304,64.4464128102722,65.69420717779116
QAT,Qatar,634.0,60.804982618984,60.8406640532355,60.766205773955,60.6948335747294,60.0844473988724,60.63822668395526
ROU,Romania,642.0,69.8259865633079,71.0151398358449,70.2650739552791,69.7065155404309,69.2912512178655,70.02079342254565
RUS,Russian Federation,643.0,77.8641263126409,78.0074819330267,78.3228659671164,78.3984110789773,78.6867204176269,78.25592114187764
RWA,Rwanda,646.0,100.764470928838,100.947180244028,101.103641478212,101.310342262754,100.337747735085,100.8926765297834
WSM,Samoa,882.0,57.2421872066228,57.2464165853128,57.226636713145,57.2506207019963,56.6998901492017,57.133150271255715
SMR,San Marino,674.0,,,,,,
STP,Sao Tome and Principe,678.0,52.8748142629854,53.1759480877881,53.5478910039298,53.9680262702146,52.800310814609,53.27339808790539
SAU,Saudi Arabia,682.0,28.3797708664585,25.6338770586103,27.8388528516299,33.3774003672401,39.8262755972324,31.011235348234237
SEN,Senegal,686.0,59.6183454729468,59.8307044912202,60.104064715087,60.4360653814832,58.8245664316359,59.762749298474624
SRB,Serbia,688.0,73.5391270593104,74.4092183579956,74.2756147306394,75.0961420115116,75.0888508224363,74.48179059637866
SYC,Seychelles,690.0,,,,,,
SLE,Sierra Leone,694.0,99.0364920636681,99.7025717719652,100.415628674465,101.234326834993,100.628352883941,100.20347444580645
SGP,Singapore,702.0,79.2773753434636,78.6778800291925,79.1908572247337,79.3293251988636,77.3827781454171,78.7716431883341
SXM,Sint Maarten (Dutch part),534.0,,,,,,
SVK,Slovakia,703.0,77.1896294011006,77.7766304476955,77.0969083170278,77.378747991203,77.8982584938771,77.46803493018079
SVN,Slovenia,705.0,84.8165034837811,85.1827848396052,84.010878693269,84.5462667407787,85.2661217925837,84.76451111000355
SLB,Solomon Islands,90.0,95.4764048712423,95.4455025136615,95.4088972322783,95.404350709726,95.3130205615833,95.40963517769828
SOM,Somalia,706.0,43.8304236785919,44.1145551423416,44.3806962868419,44.6782390989822,44.4503716171808,44.29085716478768
ZAF,South Africa,710.0,76.5218649825235,77.4333733831436,77.657899812107,77.6079960230803,76.7397253117594,77.19217190252276
SSD,South Sudan,728.0,95.7182869425967,96.0391661575301,96.3927479134031,96.7729433921464,94.6332359973848,95.91127608061223
ESP,Spain,724.0,82.5141532199161,82.3762368316189,82.265881859633,83.0689884749571,83.1515517277405,82.67536242277313
LKA,Sri Lanka,144.0,47.6745454481836,49.0534619018248,45.9062862304535,46.0588856825976,45.0715344392512,46.75294274046214
KNA,Saint Kitts and Nevis,659.0,,,,,,
LCA,Saint Lucia,662.0,84.7639988871203,84.9993434169782,84.4729350965676,87.810510020497,85.7628857371326,85.56193463165914
MAF,Saint-Martin (French part),663.0,,,,,,
VCT,Saint Vincent and the Grenadines,670.0,71.8942506021144,72.1938182911767,72.6228962391954,72.7272690177362,71.1475501380256,72.11715685764966
SDN,Sudan,729.0,41.8473285391044,42.159538567693,42.4890383585354,42.8296051308212,41.8327875688962,42.23165963301004
SUR,Suriname,740.0,67.3299744361079,67.6110107815562,68.0783755008058,67.8608277138726,66.163723137934,67.40878231405529
SWE,Sweden,752.0,90.0790432578634,90.1294345515871,90.4063600653668,90.3837653854615,88.9808573147837,89.9958921150125
CHE,Switzerland,756.0,84.3497905094021,84.0731124269813,84.7385020994044,85.5131122415837,85.1738789518793,84.76967924585016
SYR,Syrian Arab Republic,760.0,22.2058626689868,22.3824068088032,22.5155566321253,22.6365467903658,21.9400518462075,22.33608494929772
TJK,Tajikistan,762.0,61.7353697110247,61.2521664812963,60.811154791286,60.4028573493563,60.0292361925091,60.84615690509448
TZA,United Republic of Tanzania,834.0,91.1132800631158,91.240025833075,91.385207788737,91.5553382415404,91.4291610460899,91.34460259451161
THA,Thailand,764.0,78.2781766961699,77.9600525621021,77.9428072993662,78.1587277371171,78.4702299496696,78.16199884888498
TLS,Timor-Leste,626.0,84.5205130747013,84.7657483159936,84.8911109303532,84.8280827903501,84.6810716922748,84.73730536073461
TGO,Togo,768.0,91.6821802464406,92.2771427979857,92.9612098003533,93.7322244919486,93.73279132718,92.87710973278163
TON,Tonga,776.0,67.3316343941394,67.8059626593472,68.2984192018547,68.2976701739941,67.6428094045358,67.87529916677424
TTO,Trinidad and Tobago,780.0,71.8953732863426,71.0064978277013,70.48050008236,70.0128901784776,68.4942267532414,70.37789762562458
TUN,Tunisia,788.0,38.8322215795157,38.8016025991594,38.8200629796684,38.787717550213,37.8771661168519,38.62375416508168
TUR,Türkiye,792.0,45.0460506028283,46.2865127849378,47.0051552140557,47.6784759028082,45.2470973605159,46.25265837302918
TKM,Turkmenistan,795.0,66.7279237411105,66.7068398779768,66.6986557858922,66.7040816520717,66.0628764524212,66.58007550189447
TCA,Turks and Caicos Islands,796.0,,,,,,
TUV,Tuvalu,798.0,,,,,,
UGA,Uganda,800.0,89.4205178454784,89.9460845643947,90.5345978895493,91.1942634134172,89.1002789039277,90.03914852335346
UKR,Ukraine,804.0,78.6090714955372,77.7268276162358,76.8570916657486,75.9992608703839,75.8908720883917,77.01662474725944
ARE,United Arab Emirates,784.0,54.9341874541192,56.7360933056163,54.0172796887255,53.9476897747383,52.4171051177432,54.4104710681885
GBR,United Kingdom of Great Britain and Northern Ireland,826.0,83.7801990384157,84.6739940154246,84.901602077937,85.7551502779942,87.2561841578232,85.27342591351893
USA,United States of America,840.0,82.2557194096943,82.7427730470309,82.8208287795206,83.206167405427,83.209395454707,82.84697681927597
URY,Uruguay,858.0,76.4899826998465,76.8824905693918,77.5822391130002,78.1353459192447,78.9922513002689,77.61646192035042
UZB,Uzbekistan,860.0,65.0631780583132,64.9124756194785,64.7184570296676,64.5326797992506,63.3323024019802,64.51181858173803
VUT,Vanuatu,548.0,77.288874505861,77.208763024062,77.1965031827501,77.176973716292,76.6211236581516,77.09844761742335
VEN,Venezuela (Bolivarian Republic of),862.0,63.7970349419495,61.2737637993091,58.0759031940015,51.4415353024037,50.8342474953762,57.084496946608
VNM,Viet Nam,704.0,88.3368391886163,88.1322079350373,86.9320998957127,87.0467137315038,87.0484474993759,87.49926165004919
VIR,United States Virgin Islands,850.0,71.8052360545949,70.8705491998924,70.3064581330838,69.5917422099498,68.974480394609,70.30969319842598
PSE,Palestine,275.0,24.5415613975824,24.7721340528117,25.1662343501475,25.8342023707959,24.7541140919029,25.013649252648076
YEM,Yemen,887.0,9.0315791406404,8.99949794310724,8.99992611462765,9.00792495806297,9.00915545979032,9.009616723245717
ZMB,Zambia,894.0,87.6535251841707,88.0900635480689,88.5855310716293,89.0886797382114,89.0880281074896,88.50116552991399
ZWE,Zimbabwe,716.0,89.5482402820961,89.595797396361,89.7347324307229,89.9068861777483,89.0447304947757,89.5660773563408
